sample_name	ligation_id	organism	isolate	tissue	sex	collection_date	dev_stage
APCL13_220_L0255	L0255	Amphiprion clarkii	not applicable	tail fin	male	2013-05-27	adult
APCL13_221_L0256	L0256	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-27	juvenile
APCL13_222_L0257	L0257	Amphiprion clarkii	not applicable	tail fin	female	2013-05-27	adult
APCL13_223_L0258	L0258	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-27	juvenile
APCL13_224_L0259	L0259	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-27	juvenile
APCL13_225_L0260	L0260	Amphiprion clarkii	not applicable	tail fin	male	2013-05-27	adult
APCL13_226_L0261	L0261	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-27	juvenile
APCL13_227_L0262	L0262	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-27	juvenile
APCL13_228_L0263	L0263	Amphiprion clarkii	not applicable	tail fin	female	2013-05-27	adult
APCL13_229_L0264	L0264	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-27	juvenile
APCL13_230_L0265	L0265	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-27	juvenile
APCL13_231_L0266	L0266	Amphiprion clarkii	not applicable	tail fin	female	2013-05-27	adult
APCL13_233_L0267	L0267	Amphiprion clarkii	not applicable	tail fin	female	2013-05-27	adult
APCL13_234_L0268	L0268	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-27	juvenile
APCL13_237_L0270	L0270	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-27	juvenile
APCL13_238_L0271	L0271	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-27	juvenile
APCL13_239_L0272	L0272	Amphiprion clarkii	not applicable	tail fin	male	2013-05-27	adult
APCL13_240_L0273	L0273	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-27	juvenile
APCL13_241_L0274	L0274	Amphiprion clarkii	not applicable	tail fin	female	2013-05-27	adult
APCL13_242_L0275	L0275	Amphiprion clarkii	not applicable	tail fin	male	2013-05-27	adult
APCL13_243_L0276	L0276	Amphiprion clarkii	not applicable	tail fin	male	2013-05-27	adult
APCL13_244_L0277	L0277	Amphiprion clarkii	not applicable	tail fin	female	2013-05-27	adult
APCL13_245_L0278	L0278	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-27	juvenile
APCL13_246_L0279	L0279	Amphiprion clarkii	not applicable	tail fin	female	2013-05-27	adult
APCL13_247_L0280	L0280	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-27	juvenile
APCL13_249_L0282	L0282	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-27	juvenile
APCL13_250_L0283	L0283	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-27	juvenile
APCL13_251_L0284	L0284	Amphiprion clarkii	not applicable	tail fin	female	2013-05-27	adult
APCL13_252_L0285	L0285	Amphiprion clarkii	not applicable	tail fin	female	2013-05-27	adult
APCL13_253_L0286	L0286	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_254_L0287	L0287	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_256_L0289	L0289	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_257_L0290	L0290	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_258_L0291	L0291	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_259_L0292	L0292	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_260_L0293	L0293	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_261_L0294	L0294	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_262_L0295	L0295	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_263_L0296	L0296	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_264_L0297	L0297	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_265_L0298	L0298	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_267_L0300	L0300	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_268_L0301	L0301	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_269_L0302	L0302	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_270_L0303	L0303	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_273_L0306	L0306	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_274_L0307	L0307	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_275_L0308	L0308	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_276_L0309	L0309	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_278_L0311	L0311	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_279_L0312	L0312	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_282_L0314	L0314	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_283_L0315	L0315	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_284_L0316	L0316	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_285_L0317	L0317	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_286_L0318	L0318	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_287_L0319	L0319	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_288_L0320	L0320	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_289_L0321	L0321	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_290_L0322	L0322	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_291_L0323	L0323	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_292_L0324	L0324	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_293_L0325	L0325	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_294_L0326	L0326	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_295_L0327	L0327	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_296_L0328	L0328	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_297_L0329	L0329	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_298_L0330	L0330	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_300_L0331	L0331	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_302_L0333	L0333	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_303_L0334	L0334	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_304_L0335	L0335	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_307_L0338	L0338	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_308_L0339	L0339	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_309_L0340	L0340	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_310_L0341	L0341	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_311_L0342	L0342	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_312_L0343	L0343	Amphiprion clarkii	not applicable	tail fin	female	2013-05-28	adult
APCL13_313_L0344	L0344	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_314_L0345	L0345	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_315_L0346	L0346	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_317_L0347	L0347	Amphiprion clarkii	not applicable	tail fin	male	2013-05-28	adult
APCL13_318_L0348	L0348	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_319_L0349	L0349	Amphiprion clarkii	not applicable	tail fin	female	2013-05-29	adult
APCL13_322_L0350	L0350	Amphiprion clarkii	not applicable	tail fin	female	2013-05-29	adult
APCL13_325_L0352	L0352	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-29	juvenile
APCL13_326_L0353	L0353	Amphiprion clarkii	not applicable	tail fin	female	2013-05-29	adult
APCL13_329_L0354	L0354	Amphiprion clarkii	not applicable	tail fin	female	2013-05-29	adult
APCL13_330_L0355	L0355	Amphiprion clarkii	not applicable	tail fin	male	2013-05-29	adult
APCL13_331_L0356	L0356	Amphiprion clarkii	not applicable	tail fin	female	2013-05-29	adult
APCL13_335_L0359	L0359	Amphiprion clarkii	not applicable	tail fin	female	2013-05-29	adult
APCL13_338_L0360	L0360	Amphiprion clarkii	not applicable	tail fin	male	2013-05-29	adult
APCL13_341_L0362	L0362	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-29	juvenile
APCL13_342_L0363	L0363	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-29	juvenile
APCL13_343_L0364	L0364	Amphiprion clarkii	not applicable	tail fin	male	2013-05-29	adult
APCL13_344_L0365	L0365	Amphiprion clarkii	not applicable	tail fin	female	2013-05-29	adult
APCL13_346_L0366	L0366	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-29	juvenile
APCL13_349_L0368	L0368	Amphiprion clarkii	not applicable	tail fin	male	2013-05-29	adult
APCL13_350_L0369	L0369	Amphiprion clarkii	not applicable	tail fin	male	2013-05-29	adult
APCL13_354_L0371	L0371	Amphiprion clarkii	not applicable	tail fin	male	2013-05-29	adult
APCL13_355_L0372	L0372	Amphiprion clarkii	not applicable	tail fin	female	2013-05-29	adult
APCL13_356_L0373	L0373	Amphiprion clarkii	not applicable	tail fin	male	2013-05-29	adult
APCL13_358_L0374	L0374	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-29	juvenile
APCL13_359_L0375	L0375	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-29	juvenile
APCL13_360_L0376	L0376	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-29	juvenile
APCL13_365_L0379	L0379	Amphiprion clarkii	not applicable	tail fin	female	2013-05-29	adult
APCL13_366_L0380	L0380	Amphiprion clarkii	not applicable	tail fin	male	2013-05-29	adult
APCL13_368_L0382	L0382	Amphiprion clarkii	not applicable	tail fin	female	2013-05-29	adult
APCL13_370_L0384	L0384	Amphiprion clarkii	not applicable	tail fin	male	2013-05-29	adult
APCL13_372_L0385	L0385	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-29	juvenile
APCL13_373_L0386	L0386	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-29	juvenile
APCL13_374_L0387	L0387	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-29	juvenile
APCL13_375_L0388	L0388	Amphiprion clarkii	not applicable	tail fin	female	2013-05-29	adult
APCL13_376_L0389	L0389	Amphiprion clarkii	not applicable	tail fin	female	2013-05-29	adult
APCL13_377_L0390	L0390	Amphiprion clarkii	not applicable	tail fin	male	2013-05-29	adult
APCL13_379_L0391	L0391	Amphiprion clarkii	not applicable	tail fin	female	2013-05-29	adult
APCL13_380_L0392	L0392	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-29	juvenile
APCL13_381_L0393	L0393	Amphiprion clarkii	not applicable	tail fin	female	2013-05-29	adult
APCL13_382_L0394	L0394	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-29	juvenile
APCL13_384_L0395	L0395	Amphiprion clarkii	not applicable	tail fin	male	2013-05-29	adult
APCL13_387_L0397	L0397	Amphiprion clarkii	not applicable	tail fin	female	2013-05-30	adult
APCL13_388_L0398	L0398	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-30	juvenile
APCL13_390_L0400	L0400	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-30	juvenile
APCL13_391_L0401	L0401	Amphiprion clarkii	not applicable	tail fin	male	2013-05-30	adult
APCL13_392_L0402	L0402	Amphiprion clarkii	not applicable	tail fin	female	2013-05-30	adult
APCL13_397_L0403	L0403	Amphiprion clarkii	not applicable	tail fin	male	2013-05-30	adult
APCL13_401_L0405	L0405	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-30	juvenile
APCL13_405_L0406	L0406	Amphiprion clarkii	not applicable	tail fin	male	2013-05-30	adult
APCL13_406_L0407	L0407	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-30	juvenile
APCL13_407_L0408	L0408	Amphiprion clarkii	not applicable	tail fin	male	2013-05-30	adult
APCL13_408_L0409	L0409	Amphiprion clarkii	not applicable	tail fin	female	2013-05-30	adult
APCL13_031_L0410	L0410	Amphiprion clarkii	not applicable	tail fin	female	2013-05-23	adult
APCL13_037_L0411	L0411	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-23	juvenile
APCL13_039_L0412	L0412	Amphiprion clarkii	not applicable	tail fin	female	2013-05-23	adult
APCL13_041_L0414	L0414	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-23	juvenile
APCL13_044_L0416	L0416	Amphiprion clarkii	not applicable	tail fin	female	2013-05-23	adult
APCL13_045_L0417	L0417	Amphiprion clarkii	not applicable	tail fin	male	2013-05-23	adult
APCL13_046_L0418	L0418	Amphiprion clarkii	not applicable	tail fin	female	2013-05-23	adult
APCL13_049_L0419	L0419	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-23	juvenile
APCL13_060_L0420	L0420	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-23	juvenile
APCL13_073_L0421	L0421	Amphiprion clarkii	not applicable	tail fin	female	2013-05-24	adult
APCL13_081_L0422	L0422	Amphiprion clarkii	not applicable	tail fin	female	2013-05-24	adult
APCL13_088_L0426	L0426	Amphiprion clarkii	not applicable	tail fin	female	2013-05-24	adult
APCL13_109_L0428	L0428	Amphiprion clarkii	not applicable	tail fin	male	2013-05-25	adult
APCL13_111_L0429	L0429	Amphiprion clarkii	not applicable	tail fin	female	2013-05-25	adult
APCL13_118_L0430	L0430	Amphiprion clarkii	not applicable	tail fin	female	2013-05-25	adult
APCL13_119_L0431	L0431	Amphiprion clarkii	not applicable	tail fin	male	2013-05-25	adult
APCL13_136_L0433	L0433	Amphiprion clarkii	not applicable	tail fin	female	2013-05-26	adult
APCL13_147_L0434	L0434	Amphiprion clarkii	not applicable	tail fin	male	2013-05-26	adult
APCL13_148_L0435	L0435	Amphiprion clarkii	not applicable	tail fin	female	2013-05-26	adult
APCL13_154_L0436	L0436	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-26	juvenile
APCL13_156_L0437	L0437	Amphiprion clarkii	not applicable	tail fin	female	2013-05-26	adult
APCL13_163_L0438	L0438	Amphiprion clarkii	not applicable	tail fin	male	2013-05-26	adult
APCL13_164_L0439	L0439	Amphiprion clarkii	not applicable	tail fin	male	2013-05-26	adult
APCL13_180_L0440	L0440	Amphiprion clarkii	not applicable	tail fin	male	2013-05-26	adult
APCL13_182_L0441	L0441	Amphiprion clarkii	not applicable	tail fin	male	2013-05-26	adult
APCL13_219_L0445	L0445	Amphiprion clarkii	not applicable	tail fin	male	2013-05-27	adult
APCL13_427_L0451	L0451	Amphiprion clarkii	not applicable	tail fin	male	2013-05-30	adult
APCL13_004_L0454	L0454	Amphiprion clarkii	not applicable	tail fin	male	2013-05-22	adult
APCL13_006_L0456	L0456	Amphiprion clarkii	not applicable	tail fin	female	2013-05-22	adult
APCL13_009_L0459	L0459	Amphiprion clarkii	not applicable	tail fin	male	2013-05-22	adult
APCL13_018_L0465	L0465	Amphiprion clarkii	not applicable	tail fin	NA	2013-05-22	NA
APCL13_482_L0469	L0469	Amphiprion clarkii	not applicable	tail fin	female	2013-05-31	adult
APCL13_494_L0475	L0475	Amphiprion clarkii	not applicable	tail fin	female	2013-05-31	adult
APCL13_495_L0476	L0476	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-31	juvenile
APCL13_497_L0477	L0477	Amphiprion clarkii	not applicable	tail fin	female	2013-05-31	adult
APCL13_499_L0479	L0479	Amphiprion clarkii	not applicable	tail fin	female	2013-06-01	adult
APCL13_019_L0480	L0480	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-22	juvenile
APCL13_020_L0481	L0481	Amphiprion clarkii	not applicable	tail fin	female	2013-05-22	adult
APCL13_022_L0482	L0482	Amphiprion clarkii	not applicable	tail fin	female	2013-05-22	adult
APCL13_025_L0484	L0484	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-22	juvenile
APCL13_538_L0491	L0491	Amphiprion clarkii	not applicable	tail fin	female	2013-06-02	adult
APCL13_548_L0492	L0492	Amphiprion clarkii	not applicable	tail fin	female	2013-06-02	adult
APCL13_552_L0494	L0494	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-02	juvenile
APCL14_290_L0591	L0591	Amphiprion clarkii	not applicable	tail fin	female	2014-06-22	adult
APCL14_291_L0592	L0592	Amphiprion clarkii	not applicable	tail fin	male	2014-06-22	adult
APCL14_292_L0593	L0593	Amphiprion clarkii	not applicable	tail fin	male	2014-06-22	adult
APCL14_299_L0594	L0594	Amphiprion clarkii	not applicable	tail fin	female	2014-06-22	adult
APCL14_310_L0598	L0598	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-22	juvenile
APCL14_313_L0599	L0599	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-22	juvenile
APCL14_314_L0600	L0600	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-22	juvenile
APCL14_317_L0601	L0601	Amphiprion clarkii	not applicable	tail fin	female	2014-06-22	adult
APCL14_319_L0603	L0603	Amphiprion clarkii	not applicable	tail fin	female	2014-06-22	adult
APCL14_321_L0604	L0604	Amphiprion clarkii	not applicable	tail fin	male	2014-06-22	adult
APCL14_323_L0605	L0605	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-22	juvenile
APCL14_333_L0607	L0607	Amphiprion clarkii	not applicable	tail fin	male	2014-06-24	adult
APCL14_334_L0608	L0608	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL14_335_L0609	L0609	Amphiprion clarkii	not applicable	tail fin	male	2014-06-24	adult
APCL14_344_L0611	L0611	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL14_309_L0612	L0612	Amphiprion clarkii	not applicable	tail fin	male	2014-06-22	adult
APCL14_312_L0613	L0613	Amphiprion clarkii	not applicable	tail fin	male	2014-06-22	adult
APCL14_320_L0614	L0614	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-22	juvenile
APCL14_337_L0615	L0615	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL14_338_L0616	L0616	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL14_341_L0617	L0617	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL14_342_L0618	L0618	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL14_441_L0619	L0619	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL14_541_L0620	L0620	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-07-02	juvenile
APCL14_544_L0621	L0621	Amphiprion clarkii	not applicable	tail fin	female	2014-07-02	adult
APCL14_552_L0624	L0624	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-07-02	juvenile
APCL14_449_L0625	L0625	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL14_454_L0626	L0626	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-26	juvenile
APCL14_457_L0627	L0627	Amphiprion clarkii	not applicable	tail fin	female	2014-06-26	adult
APCL14_460_L0628	L0628	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-26	juvenile
APCL14_217_L0629	L0629	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-18	juvenile
APCL14_293_L0631	L0631	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-22	juvenile
APCL14_300_L0633	L0633	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-22	juvenile
APCL14_327_L0635	L0635	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL13_316_L0641	L0641	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-28	juvenile
APCL13_332_L0643	L0643	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-29	juvenile
APCL13_657_L0646	L0646	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-04	juvenile
APCL13_420_L0651	L0651	Amphiprion clarkii	not applicable	tail fin	female	2013-05-30	adult
APCL13_421_L0652	L0652	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-30	juvenile
APCL13_425_L0653	L0653	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-30	juvenile
APCL13_469_L0654	L0654	Amphiprion clarkii	not applicable	tail fin	male	2013-05-31	adult
APCL13_471_L0655	L0655	Amphiprion clarkii	not applicable	tail fin	male	2013-05-31	adult
APCL13_474_L0656	L0656	Amphiprion clarkii	not applicable	tail fin	female	2013-05-31	adult
APCL13_481_L0657	L0657	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-31	juvenile
APCL13_485_L0658	L0658	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-31	juvenile
APCL13_488_L0659	L0659	Amphiprion clarkii	not applicable	tail fin	female	2013-05-31	adult
APCL13_489_L0660	L0660	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-31	juvenile
APCL13_490_L0661	L0661	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-31	juvenile
APCL13_021_L0662	L0662	Amphiprion clarkii	not applicable	tail fin	male	2013-05-22	adult
APCL13_517_L0663	L0663	Amphiprion clarkii	not applicable	tail fin	female	2013-06-02	adult
APCL13_521_L0664	L0664	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-02	juvenile
APCL13_526_L0665	L0665	Amphiprion clarkii	not applicable	tail fin	female	2013-06-02	adult
APCL13_528_L0666	L0666	Amphiprion clarkii	not applicable	tail fin	female	2013-06-02	adult
APCL13_530_L0667	L0667	Amphiprion clarkii	not applicable	tail fin	male	2013-06-02	adult
APCL13_532_L0668	L0668	Amphiprion clarkii	not applicable	tail fin	female	2013-06-02	adult
APCL13_534_L0669	L0669	Amphiprion clarkii	not applicable	tail fin	female	2013-06-02	adult
APCL13_565_L0670	L0670	Amphiprion clarkii	not applicable	tail fin	female	2013-06-03	adult
APCL13_566_L0671	L0671	Amphiprion clarkii	not applicable	tail fin	male	2013-06-03	adult
APCL13_569_L0672	L0672	Amphiprion clarkii	not applicable	tail fin	female	2013-06-03	adult
APCL13_570_L0673	L0673	Amphiprion clarkii	not applicable	tail fin	male	2013-06-03	adult
APCL13_573_L0674	L0674	Amphiprion clarkii	not applicable	tail fin	female	2013-06-03	adult
APCL13_580_L0675	L0675	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-03	juvenile
APCL13_583_L0676	L0676	Amphiprion clarkii	not applicable	tail fin	male	2013-06-03	adult
APCL13_584_L0677	L0677	Amphiprion clarkii	not applicable	tail fin	male	2013-06-03	adult
APCL13_587_L0678	L0678	Amphiprion clarkii	not applicable	tail fin	male	2013-06-03	adult
APCL13_590_L0679	L0679	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-03	juvenile
APCL13_591_L0680	L0680	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-03	juvenile
APCL13_594_L0681	L0681	Amphiprion clarkii	not applicable	tail fin	male	2013-06-03	adult
APCL13_600_L0682	L0682	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-03	juvenile
APCL13_601_L0683	L0683	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-03	juvenile
APCL13_604_L0684	L0684	Amphiprion clarkii	not applicable	tail fin	female	2013-06-03	adult
APCL13_605_L0685	L0685	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-03	juvenile
APCL13_614_L0686	L0686	Amphiprion clarkii	not applicable	tail fin	male	2013-06-04	adult
APCL14_009_L0687	L0687	Amphiprion clarkii	not applicable	tail fin	male	2014-06-10	adult
APCL13_619_L0688	L0688	Amphiprion clarkii	not applicable	tail fin	female	2013-06-04	adult
APCL13_621_L0689	L0689	Amphiprion clarkii	not applicable	tail fin	female	2013-06-04	adult
