sample_name	ligation_id	organism	isolate	tissue	sex	collection_date	dev_stage
APCL12_117_L2217	L2217	Amphiprion clarkii	not applicable	tail fin	male	2012-05-09	adult
APCL12_119_L2218	L2218	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_122_L2220	L2220	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-09	juvenile
APCL12_123_L2221	L2221	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_125_L2222	L2222	Amphiprion clarkii	not applicable	tail fin	male	2012-05-09	adult
APCL12_138_L2223	L2223	Amphiprion clarkii	not applicable	tail fin	female	2012-05-10	adult
APCL12_144_L2224	L2224	Amphiprion clarkii	not applicable	tail fin	female	2012-05-10	adult
APCL12_150_L2225	L2225	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_167_L2226	L2226	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_205_L2227	L2227	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL12_209_L2228	L2228	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL12_210_L2229	L2229	Amphiprion clarkii	not applicable	tail fin	male	2012-05-11	adult
APCL13_414_L2230	L2230	Amphiprion clarkii	not applicable	tail fin	female	2013-05-30	adult
APCL13_503_L2232	L2232	Amphiprion clarkii	not applicable	tail fin	male	2013-06-01	adult
APCL13_504_L2233	L2233	Amphiprion clarkii	not applicable	tail fin	male	2013-06-01	adult
APCL13_205_L2234	L2234	Amphiprion clarkii	not applicable	tail fin	female	2013-05-27	adult
APCL13_506_L2235	L2235	Amphiprion clarkii	not applicable	tail fin	male	2013-06-01	adult
APCL13_508_L2236	L2236	Amphiprion clarkii	not applicable	tail fin	female	2013-06-01	adult
APCL13_509_L2237	L2237	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-01	juvenile
APCL13_510_L2238	L2238	Amphiprion clarkii	not applicable	tail fin	female	2013-06-01	adult
APCL13_511_L2239	L2239	Amphiprion clarkii	not applicable	tail fin	male	2013-06-01	adult
APCL14_130_L2244	L2244	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-16	juvenile
APCL14_186_L2248	L2248	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-17	juvenile
APCL12_032_L2259	L2259	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08	NA
APCL12_069_L2263	L2263	Amphiprion clarkii	not applicable	tail fin	male	2012-05-09	adult
APCL12_070_L2264	L2264	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_077_L2265	L2265	Amphiprion clarkii	not applicable	tail fin	male	2012-05-09	adult
APCL12_086_L2266	L2266	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_089_L2267	L2267	Amphiprion clarkii	not applicable	tail fin	male	2012-05-09	adult
APCL12_096_L2268	L2268	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-09	juvenile
APCL12_100_L2269	L2269	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_103_L2270	L2270	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_130_L2272	L2272	Amphiprion clarkii	not applicable	tail fin	female	2012-05-10	adult
APCL12_152_L2274	L2274	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_159_L2275	L2275	Amphiprion clarkii	not applicable	tail fin	male	2012-05-10	adult
APCL12_166_L2276	L2276	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_171_L2277	L2277	Amphiprion clarkii	not applicable	tail fin	female	2012-05-10	adult
APCL12_194_L2278	L2278	Amphiprion clarkii	not applicable	tail fin	male	2012-05-11	adult
APCL12_197_L2279	L2279	Amphiprion clarkii	not applicable	tail fin	female	2012-05-11	adult
APCL12_199_L2281	L2281	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL12_201_L2282	L2282	Amphiprion clarkii	not applicable	tail fin	male	2012-05-11	adult
APCL12_206_L2284	L2284	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL12_207_L2285	L2285	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL12_211_L2287	L2287	Amphiprion clarkii	not applicable	tail fin	female	2012-05-11	adult
APCL12_212_L2288	L2288	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL14_560_L2289	L2289	Amphiprion clarkii	not applicable	tail fin	male	2014-06-12	adult
APCL12_216_L2290	L2290	Amphiprion clarkii	not applicable	tail fin	male	2012-05-11	adult
APCL12_217_L2291	L2291	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL12_218_L2292	L2292	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL12_240_L2293	L2293	Amphiprion clarkii	not applicable	tail fin	male	2012-05-13	adult
APCL12_241_L2294	L2294	Amphiprion clarkii	not applicable	tail fin	male	2012-05-13	adult
APCL12_242_L2295	L2295	Amphiprion clarkii	not applicable	tail fin	male	2012-05-13	adult
APCL12_243_L2296	L2296	Amphiprion clarkii	not applicable	tail fin	female	2012-05-13	adult
APCL12_245_L2297	L2297	Amphiprion clarkii	not applicable	tail fin	male	2012-05-13	adult
APCL12_246_L2298	L2298	Amphiprion clarkii	not applicable	tail fin	male	2012-05-13	adult
APCL12_252_L2299	L2299	Amphiprion clarkii	not applicable	tail fin	male	2012-05-14	adult
APCL12_253_L2300	L2300	Amphiprion clarkii	not applicable	tail fin	female	2012-05-14	adult
APCL12_254_L2301	L2301	Amphiprion clarkii	not applicable	tail fin	male	2012-05-14	adult
APCL12_257_L2302	L2302	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-14	juvenile
APCL12_259_L2303	L2303	Amphiprion clarkii	not applicable	tail fin	female	2012-05-14	adult
APCL12_260_L2304	L2304	Amphiprion clarkii	not applicable	tail fin	male	2012-05-14	adult
APCL12_261_L2305	L2305	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-14	juvenile
APCL12_262_L2306	L2306	Amphiprion clarkii	not applicable	tail fin	female	2012-05-14	adult
APCL12_263_L2307	L2307	Amphiprion clarkii	not applicable	tail fin	male	2012-05-14	adult
APCL12_264_L2308	L2308	Amphiprion clarkii	not applicable	tail fin	male	2012-05-14	adult
APCL12_265_L2309	L2309	Amphiprion clarkii	not applicable	tail fin	male	2012-05-14	adult
APCL12_266_L2310	L2310	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-14	juvenile
APCL12_267_L2311	L2311	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-14	juvenile
APCL12_268_L2312	L2312	Amphiprion clarkii	not applicable	tail fin	male	2012-05-14	adult
APCL12_269_L2313	L2313	Amphiprion clarkii	not applicable	tail fin	male	2012-05-14	adult
APCL12_270_L2314	L2314	Amphiprion clarkii	not applicable	tail fin	female	2012-05-14	adult
APCL15_356376_L2315	L2315	Amphiprion clarkii	not applicable	tail fin	male	2015-06-13	adult
APCL12_272_L2316	L2316	Amphiprion clarkii	not applicable	tail fin	female	2012-05-14	adult
APCL12_273_L2317	L2317	Amphiprion clarkii	not applicable	tail fin	male	2012-05-14	adult
APCL12_274_L2318	L2318	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-14	juvenile
APCL12_276_L2319	L2319	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-14	juvenile
APCL12_277_L2320	L2320	Amphiprion clarkii	not applicable	tail fin	male	2012-05-14	adult
APCL12_280_L2323	L2323	Amphiprion clarkii	not applicable	tail fin	male	2012-05-14	adult
APCL12_281_L2324	L2324	Amphiprion clarkii	not applicable	tail fin	female	2012-05-14	adult
APCL12_282_L2325	L2325	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-14	juvenile
APCL12_284_L2327	L2327	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-14	juvenile
APCL12_285_L2328	L2328	Amphiprion clarkii	not applicable	tail fin	female	2012-05-14	adult
APCL12_286_L2329	L2329	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-14	juvenile
APCL15_404648_L2331	L2331	Amphiprion clarkii	not applicable	tail fin	male	2015-06-11	adult
APCL15_402854_L2332	L2332	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-11	juvenile
APCL15_405490_L2333	L2333	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-11	juvenile
APCL15_403262_L2334	L2334	Amphiprion clarkii	not applicable	tail fin	female	2015-06-11	adult
APCL15_403388_L2336	L2336	Amphiprion clarkii	not applicable	tail fin	female	2015-06-11	adult
APCL15_403072_L2337	L2337	Amphiprion clarkii	not applicable	tail fin	male	2015-06-11	adult
APCL15_403075_L2338	L2338	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-11	juvenile
APCL15_133_L2339	L2339	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-11	juvenile
APCL15_132_L2340	L2340	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-11	juvenile
APCL15_402950_L2343	L2343	Amphiprion clarkii	not applicable	tail fin	female	2015-06-11	adult
APCL12_025_L2344	L2344	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-06	NA
APCL12_030_L2345	L2345	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-06	NA
APCL12_124_L2346	L2346	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-09	juvenile
APCL13_514_L2347	L2347	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-02	juvenile
APCL14_125_L2348	L2348	Amphiprion clarkii	not applicable	tail fin	female	2014-06-16	adult
APCL12_036_L2355	L2355	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08	NA
APCL12_040_L2356	L2356	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08	NA
APCL12_041_L2357	L2357	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08	NA
APCL12_042_L2358	L2358	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08	NA
APCL12_047_L2360	L2360	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08	NA
APCL12_055_L2361	L2361	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_059_L2363	L2363	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_078_L2364	L2364	Amphiprion clarkii	not applicable	tail fin	male	2012-05-09	adult
APCL12_087_L2365	L2365	Amphiprion clarkii	not applicable	tail fin	male	2012-05-09	adult
APCL12_097_L2366	L2366	Amphiprion clarkii	not applicable	tail fin	male	2012-05-09	adult
APCL12_101_L2367	L2367	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_112_L2368	L2368	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_126_L2369	L2369	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-10	NA
APCL12_127_L2370	L2370	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-10	NA
APCL12_129_L2371	L2371	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-10	NA
APCL12_133_L2372	L2372	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_134_L2373	L2373	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_139_L2374	L2374	Amphiprion clarkii	not applicable	tail fin	male	2012-05-10	adult
APCL12_141_L2375	L2375	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_146_L2376	L2376	Amphiprion clarkii	not applicable	tail fin	female	2012-05-10	adult
APCL12_151_L2377	L2377	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_156_L2378	L2378	Amphiprion clarkii	not applicable	tail fin	female	2012-05-10	adult
APCL12_163_L2379	L2379	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_164_L2380	L2380	Amphiprion clarkii	not applicable	tail fin	male	2012-05-10	adult
APCL12_165_L2381	L2381	Amphiprion clarkii	not applicable	tail fin	male	2012-05-10	adult
APCL12_174_L2382	L2382	Amphiprion clarkii	not applicable	tail fin	male	2012-05-10	adult
APCL12_193_L2383	L2383	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL12_200_L2384	L2384	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL12_214_L2386	L2386	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL12_215_L2387	L2387	Amphiprion clarkii	not applicable	tail fin	female	2012-05-11	adult
APCL12_220_L2388	L2388	Amphiprion clarkii	not applicable	tail fin	female	2012-05-11	adult
APCL12_247_L2389	L2389	Amphiprion clarkii	not applicable	tail fin	male	2012-05-13	adult
APCL15_134_L2390	L2390	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-11	juvenile
APCL15_403622_L2391	L2391	Amphiprion clarkii	not applicable	tail fin	male	2015-06-11	adult
APCL13_415_L2393	L2393	Amphiprion clarkii	not applicable	tail fin	male	2013-05-30	adult
APCL13_500_L2394	L2394	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-01	juvenile
APCL13_502_L2395	L2395	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-01	juvenile
APCL13_507_L2396	L2396	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-01	juvenile
APCL14_192_L2397	L2397	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-17	juvenile
APCL14_324_L2398	L2398	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL14_332_L2399	L2399	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL12_027_L2404	L2404	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-06	NA
APCL12_035_L2405	L2405	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08	NA
APCL12_039_L2406	L2406	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08	NA
APCL12_043_L2407	L2407	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08	NA
APCL12_044_L2408	L2408	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08	NA
APCL14_372_L2410	L2410	Amphiprion clarkii	not applicable	tail fin	male	2014-06-23	adult
APCL12_046_L2411	L2411	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08	NA
APCL12_060_L2413	L2413	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_061_L2414	L2414	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_062_L2415	L2415	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_064_L2416	L2416	Amphiprion clarkii	not applicable	tail fin	female	2012-05-09	adult
APCL12_066_L2417	L2417	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_072_L2418	L2418	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_075_L2419	L2419	Amphiprion clarkii	not applicable	tail fin	male	2012-05-09	adult
APCL12_131_L2422	L2422	Amphiprion clarkii	not applicable	tail fin	male	2012-05-10	adult
APCL12_140_L2423	L2423	Amphiprion clarkii	not applicable	tail fin	male	2012-05-10	adult
APCL12_143_L2424	L2424	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_148_L2425	L2425	Amphiprion clarkii	not applicable	tail fin	male	2012-05-10	adult
APCL12_161_L2426	L2426	Amphiprion clarkii	not applicable	tail fin	male	2012-05-10	adult
APCL12_169_L2427	L2427	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_175_L2428	L2428	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_196_L2429	L2429	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL12_204_L2430	L2430	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL12_213_L2431	L2431	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL12_221_L2432	L2432	Amphiprion clarkii	not applicable	tail fin	male	2012-05-11	adult
APCL12_244_L2433	L2433	Amphiprion clarkii	not applicable	tail fin	female	2012-05-13	adult
APCL12_249_L2434	L2434	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-14	juvenile
APCL12_251_L2435	L2435	Amphiprion clarkii	not applicable	tail fin	male	2012-05-14	adult
APCL12_256_L2436	L2436	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-14	juvenile
APCL12_275_L2437	L2437	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-14	juvenile
APCL15_404635_L2438	L2438	Amphiprion clarkii	not applicable	tail fin	male	2015-06-11	adult
APCL15_135_L2439	L2439	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-11	juvenile
APCL13_122_L2440	L2440	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-25	juvenile
APCL14_252_L2441	L2441	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-22	juvenile
APCL13_496_L2442	L2442	Amphiprion clarkii	not applicable	tail fin	male	2013-05-31	adult
APCL13_513_L2443	L2443	Amphiprion clarkii	not applicable	tail fin	female	2013-06-02	adult
APCL14_329_L2445	L2445	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL14_336_L2446	L2446	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL14_360_L2450	L2450	Amphiprion clarkii	not applicable	tail fin	male	2014-06-23	adult
APCL14_405_L2453	L2453	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-23	juvenile
APCL14_429_L2454	L2454	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL14_430_L2455	L2455	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL12_026_L2463	L2463	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-06	NA
APCL12_028_L2464	L2464	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-06	NA
APCL12_033_L2465	L2465	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08	NA
APCL12_056_L2470	L2470	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_067_L2471	L2471	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_068_L2472	L2472	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_073_L2473	L2473	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_135_L2474	L2474	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_137_L2475	L2475	Amphiprion clarkii	not applicable	tail fin	male	2012-05-10	adult
APCL12_142_L2476	L2476	Amphiprion clarkii	not applicable	tail fin	male	2012-05-10	adult
APCL12_154_L2477	L2477	Amphiprion clarkii	not applicable	tail fin	female	2012-05-10	adult
APCL12_157_L2478	L2478	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_158_L2479	L2479	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_162_L2480	L2480	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_168_L2481	L2481	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_172_L2482	L2482	Amphiprion clarkii	not applicable	tail fin	male	2012-05-10	adult
APCL12_173_L2483	L2483	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_185_L2484	L2484	Amphiprion clarkii	not applicable	tail fin	male	2012-05-11	adult
APCL12_219_L2485	L2485	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL12_250_L2486	L2486	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-14	juvenile
APCL12_258_L2487	L2487	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-14	juvenile
APCL13_321_L2488	L2488	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-29	juvenile
APCL13_453_L2490	L2490	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-31	juvenile
APCL13_456_L2491	L2491	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-31	juvenile
APCL13_463_L2492	L2492	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-31	juvenile
APCL13_561_L2494	L2494	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-03	juvenile
APCL13_582_L2495	L2495	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-03	juvenile
APCL13_617_L2496	L2496	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-04	juvenile
APCL13_659_L2497	L2497	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-04	juvenile
APCL13_661_L2498	L2498	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-04	juvenile
APCL13_662_L2499	L2499	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-06-04	juvenile
APCL14_008_L2500	L2500	Amphiprion clarkii	not applicable	tail fin	female	2014-06-10	adult
APCL14_062_L2501	L2501	Amphiprion clarkii	not applicable	tail fin	female	2014-06-12	adult
APCL14_051_L2506	L2506	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-12	juvenile
APCL14_072_L2507	L2507	Amphiprion clarkii	not applicable	tail fin	male	2014-06-13	adult
APCL14_083_L2508	L2508	Amphiprion clarkii	not applicable	tail fin	male	2014-06-13	adult
APCL14_150_L2509	L2509	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-16	juvenile
APCL14_151_L2510	L2510	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-16	juvenile
APCL14_178_L2511	L2511	Amphiprion clarkii	not applicable	tail fin	male	2014-06-17	adult
APCL14_203_L2512	L2512	Amphiprion clarkii	not applicable	tail fin	male	2014-06-18	adult
APCL14_092_L2518	L2518	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-13	juvenile
APCL14_093_L2519	L2519	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-13	juvenile
APCL14_269_L2523	L2523	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-22	juvenile
APCL13_138_L2524	L2524	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-26	juvenile
APCL13_153_L2525	L2525	Amphiprion clarkii	not applicable	tail fin	not applicable	2013-05-26	juvenile
APCL14_271_L2526	L2526	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-22	juvenile
APCL13_416_L2527	L2527	Amphiprion clarkii	not applicable	tail fin	female	2013-05-30	adult
APCL13_515_L2528	L2528	Amphiprion clarkii	not applicable	tail fin	male	2013-06-02	adult
APCL14_250_L2530	L2530	Amphiprion clarkii	not applicable	tail fin	female	2014-06-22	adult
APCL14_328_L2531	L2531	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL14_352_L2534	L2534	Amphiprion clarkii	not applicable	tail fin	male	2014-06-23	adult
APCL14_356_L2536	L2536	Amphiprion clarkii	not applicable	tail fin	male	2014-06-23	adult
APCL14_371_L2537	L2537	Amphiprion clarkii	not applicable	tail fin	male	2014-06-23	adult
APCL14_377_L2538	L2538	Amphiprion clarkii	not applicable	tail fin	male	2014-06-23	adult
APCL14_427_L2539	L2539	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-24	juvenile
APCL12_023_L2552	L2552	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-06	NA
APCL12_024_L2553	L2553	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-06	NA
APCL12_029_L2554	L2554	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-06	NA
APCL12_031_L2555	L2555	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08	NA
APCL14_365_L2556	L2556	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-23	juvenile
APCL14_373_L2557	L2557	Amphiprion clarkii	not applicable	tail fin	male	2014-06-23	adult
APCL14_380_L2558	L2558	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-23	juvenile
APCL14_381_L2559	L2559	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-23	juvenile
APCL12_057_L2562	L2562	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_063_L2563	L2563	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_076_L2564	L2564	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_079_L2565	L2565	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-09	NA
APCL12_136_L2566	L2566	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-10	NA
APCL12_145_L2567	L2567	Amphiprion clarkii	not applicable	tail fin	male	2012-05-10	adult
APCL12_155_L2568	L2568	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-10	juvenile
APCL12_183_L2569	L2569	Amphiprion clarkii	not applicable	tail fin	female	2012-05-11	adult
APCL12_184_L2570	L2570	Amphiprion clarkii	not applicable	tail fin	male	2012-05-11	adult
APCL12_189_L2571	L2571	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL12_191_L2572	L2572	Amphiprion clarkii	not applicable	tail fin	female	2012-05-11	adult
